,0,1,2,3,4,5,6
3887,87.9,90.58,1.63,0.31,8210.07,7737.84,91.34
3888,86.91,89.03,-1.12,-0.1,7929.84,,
3889,85.56,87.83,-2.19,2.87,7717.54,7333.78,91.75
3890,88.92,91.14,-0.06,0.13,8311.68,7914.19,92.35
3891,86.41,91.59,-1.47,1.33,8392.52,7479.14,91.85
3892,88.66,91.29,-0.72,-0.09,8339.23,,
3893,89.21,95.0,-0.26,0.04,9029.85,7965.67,95.08
3894,88.18,96.13,0.09,0.03,9245.82,7778.81,91.69
3895,87.44,92.41,0.83,0.42,8542.68,7652.29,90.94
3896,89.26,100.45,-0.47,1.34,10098.2,7976.75,95.07
3897,87.54,92.5,0.28,0.75,8559.43,7671.3,90.15
3898,88.99,95.21,0.66,1.36,9071.34,7930.92,96.73
3899,87.93,88.1,0.23,-1.75,7765.62,,
3900,88.21,90.02,0.96,2.4,8106.35,7793.07,95.52
3901,87.88,94.06,0.61,1.31,8854.63,7735.12,92.71
3902,89.12,99.82,1.19,1.02,9971.09,7954.03,96.28
3903,86.08,85.77,1.12,2.31,7363.38,7421.08,93.34
3904,88.09,94.66,2.2,2.03,8965.95,7771.93,91.36
3905,89.21,91.82,-0.88,-0.79,8432.74,,
3906,87.42,90.75,1.24,1.48,8238.25,7650.01,93.01
3907,89.63,93.35,0.49,0.28,8720.72,8043.14,94.16
3908,89.39,97.35,2.01,1.24,9480.97,8000.97,92.26
3909,87.78,87.49,1.56,-0.33,7655.35,,
3910,88.65,94.67,1.15,1.16,8967.19,7870.79,92.82
3911,88.53,89.46,1.74,0.87,8012.03,7844.24,91.65
3912,91.6,88.34,0.46,-0.3,7805.41,,
3913,89.37,95.07,-0.77,0.16,9045.21,7990.46,93.7
3914,88.8,94.88,0.99,0.42,9007.96,7895.41,93.05
3915,87.66,90.93,2.1,0.42,8272.89,7692.41,92.87
3916,88.71,92.61,1.22,1.81,8583.18,7880.62,95.26
3917,87.25,89.1,0.25,0.36,7944.34,7621.08,88.51
3918,87.94,92.23,1.58,-0.47,8510.72,,
3919,86.78,97.06,-0.02,0.83,9426.77,7539.59,90.37
3920,88.3,91.53,1.82,0.76,8382.91,7808.36,92.02
3921,88.58,106.97,0.17,-0.05,11444.5,,
3922,89.09,89.08,-1.12,0.59,7945.29,7945.37,93.8
3923,87.28,92.35,2.05,2.74,8530.56,7629.78,89.89
3924,88.18,96.57,1.17,0.2,9331.67,7789.37,91.54
3925,86.72,94.67,-0.77,2.1,8971.02,7533.04,91.49
3926,89.05,98.82,1.63,0.86,9769.54,7938.41,94.68
3927,88.63,97.23,1.51,1.06,9459.33,7863.87,90.58
3928,88.75,93.24,1.53,3.02,8700.53,7883.82,89.69
3929,87.4,88.52,-0.24,2.01,7840.59,7651.68,90.93
3930,86.65,85.44,0.84,2.51,7306.04,7516.72,94.8
3931,86.62,92.06,-1.46,1.08,8483.39,7513.38,92.9
3932,88.96,93.99,-0.3,0.13,8840.05,7924.74,90.99
3933,89.72,94.74,0.09,1.2,8983.7,8055.74,96.19
3934,90.15,92.77,0.24,0.59,8610.32,8138.37,91.98
3935,87.84,83.07,0.26,-0.57,6905.14,,
3936,87.9,97.55,0.89,1.2,9520.74,7737.61,89.44
3937,88.3,89.24,0.09,-1.5,7968.56,,
3938,88.2,86.73,0.49,0.77,7526.46,7791.43,94.09
3939,87.1,92.28,-0.63,-1.62,8519.62,,
3940,87.97,89.93,1.25,0.84,8091.16,7749.41,91.63
3941,88.76,93.72,1.14,1.25,8788.47,7891.7,90.2
3942,89.1,88.52,2.37,0.95,7841.02,7948.99,94.44
3943,87.26,93.27,1.49,0.57,8702.96,7622.95,93.76
3944,88.05,94.04,-0.08,0.98,8847.62,7765.12,91.18
3945,87.84,90.78,1.19,1.72,8244.12,7727.17,95.12
3946,89.4,91.78,0.71,2.18,8430.96,8002.78,93.16
3947,87.95,90.04,0.94,-1.43,8113.76,,
3948,88.43,86.08,1.02,2.35,7414.18,7828.91,95.44
3949,88.7,90.86,0.11,0.65,8258.99,7875.81,90.32
3950,87.61,92.45,1.39,0.73,8554.71,7689.43,92.91
3951,89.57,87.35,0.1,-0.47,7635.86,,
3952,88.76,94.71,-0.59,1.18,8975.18,7889.09,95.88
3953,89.07,92.82,-1.14,0.1,8622.1,7940.13,94.26
3954,87.66,91.66,1.82,2.38,8404.95,7693.62,92.37
3955,87.89,90.47,-0.14,1.93,8190.02,7736.57,93.99
3956,85.11,92.62,0.19,-0.57,8581.37,,
3957,89.22,86.33,0.51,0.43,7459.11,7972.62,93.44
3958,88.22,97.73,0.51,-0.3,9555.02,,
3959,87.82,88.82,0.1,-0.15,7891.72,,
3960,89.54,93.41,0.25,-1.14,8732.54,,
3961,86.72,90.22,0.64,1.69,8146.86,7529.06,90.43
3962,87.41,88.88,2.01,0.72,7907.65,7650.35,88.81
3963,87.37,89.03,-0.84,1.22,7930.28,7646.58,92.89
3964,86.64,93.39,1.59,1.2,8726.44,7516.72,88.1
3965,87.76,92.48,-0.04,-1.03,8555.26,,
3966,87.74,92.41,3.16,0.77,8545.04,7707.65,92.16
3967,87.94,93.56,0.92,-0.05,8755.1,,
3968,87.83,82.3,2.9,-0.61,6775.64,,
3969,91.03,93.5,0.07,-0.72,8747.54,,
3970,88.84,92.16,-0.0,0.24,8495.68,7898.32,92.43
3971,88.53,89.52,0.63,1.03,8019.24,7846.3,90.5
3972,88.68,93.34,2.69,1.94,8720.28,7874.41,93.25
3973,88.89,93.81,0.39,-0.16,8802.69,,
3974,86.97,94.46,-0.84,-0.43,8928.83,,
3975,87.94,93.21,1.91,-0.25,8692.2,,
3976,87.58,92.65,1.33,-0.21,8587.9,,
3977,89.63,88.75,-1.56,1.39,7883.64,8046.45,94.38
3978,89.04,86.79,0.43,1.31,7538.89,7942.64,95.88
3979,86.99,94.1,-1.31,2.77,8858.19,7582.02,90.92
3980,87.52,86.11,1.62,0.65,7419.08,7668.18,93.33
3981,87.16,90.97,0.69,-0.75,8281.19,,
3982,89.04,85.48,0.45,-0.12,7316.13,,
3983,86.75,90.24,-0.75,-1.59,8148.38,,
3984,85.61,90.18,0.19,1.58,8135.64,7338.27,90.83
3985,87.9,90.69,0.36,-0.38,8229.77,,
3986,86.72,94.56,0.51,0.17,8945.22,7524.37,87.95
3987,89.26,98.7,1.01,0.12,9746.17,7975.25,95.0
3988,91.1,93.43,-0.88,0.03,8732.5,8305.27,94.64
3989,87.22,91.23,0.86,1.57,8327.6,7619.26,89.86
3990,89.93,89.01,-0.04,-1.54,7924.41,,
3991,89.52,90.32,0.74,-0.56,8162.38,,
3992,88.64,90.1,0.72,0.63,8121.85,7865.8,91.5
3993,88.28,92.4,-0.49,1.04,8542.06,7804.04,89.61
3994,88.1,94.77,-1.37,2.22,8986.44,7771.42,94.14
3995,89.7,90.45,-1.76,0.9,8188.05,8056.36,96.04
3996,87.37,87.79,-0.22,0.73,7714.27,7646.87,91.34
3997,88.75,88.44,1.55,2.29,7825.6,7889.04,92.75
3998,87.9,96.75,-0.04,2.18,9366.72,7735.6,89.71
3999,88.89,96.82,-0.57,-0.78,9380.55,,
4000,88.69,94.81,0.26,1.03,8991.21,7874.6,92.16
4001,88.88,92.91,1.59,0.98,8637.4,7910.94,93.52
4002,89.06,92.21,0.22,0.06,8507.77,7937.87,92.89
4003,88.5,87.69,1.57,-0.17,7691.01,,
4004,87.77,90.87,0.5,0.18,8261.24,7708.85,94.37
4005,86.52,94.96,0.06,0.31,9024.11,7493.08,89.49
4006,87.96,87.05,-0.12,1.23,7581.29,7742.92,90.78
4007,89.96,95.45,0.26,-0.92,9113.0,,
4008,88.37,89.93,-1.31,3.27,8090.54,7817.44,93.81
4009,87.91,93.33,0.48,-0.12,8713.58,,
4010,87.75,93.29,1.23,0.95,8705.73,7711.75,91.17
4011,87.23,91.89,1.51,0.6,8449.89,7616.27,89.36
4012,86.67,94.41,0.9,-0.04,8917.71,,
4013,87.14,90.91,-0.21,-0.64,8268.79,,
4014,86.53,84.37,0.36,-0.1,7122.49,,
4015,86.64,92.06,0.66,1.74,8479.94,7522.22,94.3
4016,88.95,93.6,2.65,2.49,8767.53,7922.61,94.73
4017,87.97,90.7,0.91,1.06,8232.83,7749.81,94.55
4018,88.5,86.28,1.91,2.65,7452.87,7838.74,92.97
4019,87.91,84.91,-0.46,0.65,7215.58,7737.56,89.88
4020,86.52,92.5,-0.77,0.78,8562.44,7498.14,92.13
4021,88.5,89.19,1.77,0.99,7960.12,7839.13,94.87
4022,89.78,95.65,-0.97,1.37,9157.49,8073.07,94.01
4023,87.0,86.63,0.66,0.25,7509.05,7576.2,89.66
4024,88.17,94.0,1.16,1.0,8842.52,7784.05,93.33
4025,87.75,92.86,1.52,1.19,8625.07,7710.4,92.35
4026,87.36,97.2,2.25,2.71,9452.74,7643.53,90.45
4027,88.47,94.45,0.48,-0.07,8923.36,,
4028,88.88,87.67,0.01,-0.66,7692.38,,
4029,87.36,82.7,1.2,1.13,6841.95,7643.0,89.89
4030,87.01,87.64,-0.0,-1.3,7683.08,,
4031,87.5,97.64,-0.23,-0.19,9538.64,,
4032,89.25,88.37,-0.2,0.02,7815.22,7966.82,96.35
4033,89.79,90.5,1.63,0.82,8194.7,8068.15,94.81
4034,87.93,91.69,-0.87,0.48,8410.16,7739.38,88.99
4035,88.49,94.19,-0.68,0.17,8872.11,7842.05,95.2
4036,86.68,88.56,0.71,1.02,7847.23,7523.4,90.54
4037,88.84,95.46,1.08,0.27,9118.18,7903.71,90.43
4038,88.65,91.99,1.93,0.37,8463.61,7868.24,94.71
4039,87.88,89.79,0.2,0.35,8066.25,7732.06,89.66
4040,87.0,92.82,0.85,2.03,8622.5,7578.58,90.53
4041,88.63,86.42,-0.11,0.63,7473.56,7861.64,91.05
4042,87.85,88.78,1.04,1.16,7888.02,7731.77,91.83
4043,88.2,91.64,0.53,1.09,8404.95,7790.03,94.15
4044,88.64,89.88,2.16,1.85,8083.21,7865.7,93.78
4045,88.55,89.59,1.12,0.63,8031.4,7850.07,92.44
4046,88.16,97.16,1.83,0.75,9443.3,7781.03,91.6
4047,89.56,88.8,-0.52,0.31,7891.02,8032.74,94.0
4048,87.72,96.5,-0.87,0.6,9318.74,7701.08,93.54
4049,87.26,88.35,3.08,4.07,7809.5,7626.77,92.1
4050,88.73,98.56,0.96,-0.26,9716.34,,
4051,90.07,94.87,-1.24,2.21,9007.2,8122.3,96.94
4052,87.42,94.29,1.94,0.56,8895.3,7656.21,90.26
4053,89.8,90.57,1.24,-0.44,8209.33,,
4054,88.07,95.2,0.57,3.32,9066.22,7768.9,96.07
4055,87.69,90.87,-0.73,2.04,8263.76,7701.19,93.79
4056,88.95,96.62,-0.0,1.46,9342.52,7918.41,94.31
4057,88.01,90.89,0.24,0.11,8268.66,7754.78,95.16
4058,86.81,90.04,2.8,1.14,8113.57,7545.67,91.1
4059,87.19,83.26,-1.15,1.14,6937.87,7614.59,89.58
4060,88.53,93.67,1.86,3.4,8773.84,7849.22,93.41
4061,87.77,96.79,0.59,1.73,9371.74,7712.69,89.3
4062,87.35,85.29,0.65,0.06,7280.55,7637.71,88.96
4063,88.15,97.89,0.08,2.35,9590.88,7784.32,93.28
4064,88.85,92.24,0.85,0.48,8513.8,7903.44,97.16
4065,87.09,85.45,-0.11,0.83,7305.49,7595.27,89.33
4066,89.35,96.17,-0.36,0.63,9257.09,7989.55,95.95
4067,86.45,92.43,0.27,0.96,8547.75,7485.31,91.61
4068,88.07,88.07,-0.17,1.16,7761.77,7765.71,96.59
4069,88.7,88.24,2.85,2.77,7789.44,7877.24,92.57
4070,86.7,92.24,-0.08,-0.31,8508.59,,
4071,88.05,91.51,0.3,-0.53,8378.41,,
4072,89.16,89.51,-0.99,1.24,8018.08,7956.0,92.7
4073,89.05,90.5,0.72,-0.63,8194.33,,
4074,85.74,90.23,0.17,0.78,8147.66,7363.0,89.39
4075,87.2,87.88,0.49,3.99,7726.45,7612.57,89.86
4076,87.58,81.15,1.26,2.6,6592.9,7680.65,90.82
4077,88.07,87.12,0.93,-0.07,7596.27,,
4078,87.71,91.59,-0.43,1.85,8394.42,7704.85,88.77
4079,86.28,87.32,1.4,0.5,7630.06,7452.74,93.66
4080,87.28,90.35,1.95,0.75,8166.94,7628.29,91.88
4081,90.6,90.9,-1.68,-0.22,8270.51,,
4082,88.53,94.67,2.03,-0.95,8966.73,,
4083,87.68,86.57,0.08,-0.39,7497.59,,
4084,89.43,91.64,-0.51,2.4,8405.25,8009.65,93.06
4085,87.84,94.78,2.72,1.66,8987.43,7723.5,91.89
4086,89.98,89.09,0.58,2.21,7942.85,8107.28,95.61
4087,88.65,90.1,0.97,1.12,8123.86,7869.18,92.15
4088,89.24,92.8,-0.28,-1.92,8614.5,,
4089,88.84,82.44,2.24,1.24,6801.7,7902.98,93.26
4090,87.8,86.92,0.18,0.66,7562.24,7720.59,92.21
4091,89.55,96.11,-0.33,0.43,9244.96,8026.26,94.69
4092,88.36,93.88,0.62,1.5,8820.59,7815.18,93.01
4093,88.05,84.31,0.16,-0.34,7108.92,,
4094,87.26,97.92,1.51,-2.21,9589.6,,
4095,86.45,89.05,0.47,-0.01,7934.88,,
4096,86.04,87.69,1.8,0.04,7692.97,7408.05,86.55
4097,88.81,88.98,0.79,0.56,7918.08,7896.52,94.84
4098,86.88,89.97,-0.22,-2.23,8100.45,,
4099,89.41,90.09,1.07,1.32,8118.32,8002.17,96.55
4100,88.01,95.73,0.21,1.33,9170.25,7755.77,89.59
4101,86.94,88.25,1.58,2.38,7795.85,7569.62,95.87
4102,88.27,93.06,1.61,1.44,8666.97,7798.93,92.58
4103,89.39,93.21,-0.3,1.43,8694.15,7996.17,91.91
4104,89.42,89.24,-0.79,1.76,7968.93,8005.83,93.57
4105,86.59,100.67,0.36,0.08,10138.45,7505.33,93.33
4106,88.11,90.17,-0.08,0.01,8136.27,7769.94,94.29
4107,87.68,96.49,3.1,0.59,9315.22,7700.08,90.78
4108,87.0,82.56,0.92,1.32,6820.85,7582.95,90.57
4109,88.03,86.83,0.59,1.03,7544.72,7761.87,94.38
4110,88.99,96.62,-0.44,-1.3,9340.19,,
4111,87.97,93.7,1.74,1.71,8786.19,7750.53,93.68
4112,89.22,96.05,-1.56,0.93,9230.7,7969.83,94.31
4113,87.97,99.15,1.83,1.76,9836.0,7749.4,92.51
4114,87.27,86.52,1.85,-1.27,7491.02,,
4115,86.61,101.99,-0.99,2.12,10404.74,7510.05,91.09
4116,88.42,91.08,1.06,0.5,8301.52,7827.22,90.19
4117,88.54,91.55,2.33,1.19,8385.71,7850.97,92.02
4118,87.93,90.16,1.43,0.86,8135.63,7742.34,93.74
4119,86.82,90.45,1.41,0.42,8185.0,7545.17,90.78
4120,88.4,98.62,0.75,0.19,9734.18,7822.81,91.3
4121,88.23,87.96,-1.11,2.3,7742.07,7798.3,92.25
4122,88.82,79.28,-0.02,1.03,6291.65,7897.56,94.33
4123,88.04,96.68,3.32,0.88,9349.97,7760.77,95.07
4124,88.73,83.56,0.46,-0.3,6987.86,,
4125,88.56,96.23,0.11,0.64,9264.52,7848.68,89.31
4126,88.57,92.19,1.59,1.03,8500.51,7851.97,93.66
4127,87.68,95.22,2.12,0.12,9071.29,7697.55,94.0
4128,86.28,89.71,0.33,-1.5,8051.64,,
4129,86.79,96.08,0.31,0.39,9236.6,7544.73,92.4
4130,88.5,97.5,0.44,-1.33,9509.79,,
4131,87.41,87.98,1.13,0.97,7745.33,7646.23,92.19
4132,89.13,89.29,-1.25,0.94,7976.72,7952.45,91.06
4133,86.98,87.96,0.95,1.0,7743.85,7572.37,90.9
4134,90.36,89.93,-0.06,-0.61,8090.25,,
4135,88.8,87.0,0.99,1.44,7573.98,7897.77,90.79
4136,87.74,91.05,0.99,2.35,8293.77,7713.82,93.79
4137,88.36,91.92,0.69,1.69,8455.06,7819.14,90.78
4138,87.71,90.72,1.34,2.21,8235.45,7707.04,91.32
4139,88.34,94.01,-0.55,2.5,8842.82,7812.83,90.86
4140,87.68,100.03,2.12,0.42,10012.43,7699.59,91.93
4141,88.41,92.42,-0.71,0.78,8546.93,7828.12,92.83
4142,89.54,88.96,1.05,0.89,7921.09,8026.8,94.11
4143,89.05,94.12,-0.25,0.8,8862.96,7938.38,91.63
4144,87.77,81.16,0.12,0.56,6591.09,7711.43,94.42
4145,86.72,91.85,-1.34,-0.17,8442.9,,
4146,88.96,89.99,1.22,1.5,8102.81,7922.28,90.46
4147,87.92,90.51,1.35,1.13,8201.73,7743.56,92.91
4148,87.04,86.39,-0.55,1.28,7467.48,7585.87,89.28
4149,88.33,89.65,0.42,1.08,8041.44,7813.82,91.07
4150,88.9,86.98,0.28,-0.83,7568.86,,
4151,87.43,94.48,0.51,-0.16,8928.35,,
4152,88.16,93.03,0.31,1.83,8656.86,7783.5,91.71
4153,87.39,87.89,0.5,0.55,7729.74,7646.73,93.49
4154,89.29,86.6,1.59,0.18,7506.02,7983.1,92.62
4155,88.31,93.44,2.22,0.64,8737.73,7806.15,90.61
4156,84.93,95.51,-1.56,1.95,9128.71,7224.04,88.21
4157,87.77,93.08,-0.48,-0.53,8669.75,,
4158,89.47,84.64,-0.52,2.53,7171.47,8014.43,92.28
4159,88.34,92.97,-0.96,2.23,8649.62,7813.02,91.33
4160,88.62,92.42,1.99,1.05,8547.91,7861.72,93.73
4161,88.78,87.17,0.97,1.86,7604.65,7888.25,94.54
4162,87.61,92.7,2.18,3.46,8595.85,7685.81,94.49
4163,88.92,90.37,0.6,-1.64,8173.36,,
4164,86.87,89.97,3.01,2.5,8099.36,7557.97,91.2
4165,89.18,93.38,-0.03,0.88,8727.3,7965.6,95.68
4166,88.45,83.73,-0.29,-0.3,7016.69,,
4167,87.66,89.39,1.13,2.08,7997.54,7695.52,95.1
4168,88.56,93.97,1.22,1.94,8834.66,7856.25,93.9
4169,86.63,89.37,-0.9,3.05,7990.54,7518.47,87.97
4170,86.29,90.03,0.28,0.82,8107.19,7452.02,88.84
4171,87.64,92.95,3.22,1.76,8643.7,7693.14,90.32
4172,86.78,84.51,1.39,2.28,7146.52,7541.79,89.03
4173,88.25,96.86,0.55,1.65,9387.55,7797.38,95.11
4174,89.01,92.12,0.52,1.32,8491.54,7932.32,90.67
4175,88.02,96.79,2.76,1.78,9375.08,7756.83,90.77
4176,86.81,85.08,-0.49,1.61,7247.58,7549.29,90.05
4177,86.93,89.63,-1.7,-1.56,8035.29,,
4178,87.18,97.01,0.04,0.02,9415.05,7606.69,89.72
4179,89.09,92.39,0.07,0.64,8541.9,7950.13,92.84
4180,88.77,98.58,2.01,-1.17,9720.68,,
4181,86.59,96.04,-0.31,1.48,9229.0,7510.15,90.4
4182,87.74,95.51,0.8,0.02,9127.34,7704.19,88.79
4183,87.72,91.85,-1.0,0.69,8440.74,7705.89,91.8
4184,88.97,86.09,1.41,0.75,7417.64,7923.51,90.99
4185,89.33,87.33,0.42,0.85,7631.82,7987.44,93.31
4186,89.99,85.28,-1.37,2.17,7276.12,8108.58,96.66
4187,90.26,85.01,0.0,1.26,7231.18,8152.17,95.53
4188,85.22,90.01,-0.15,0.79,8107.03,7271.88,88.92
4189,87.94,88.77,1.58,1.45,7883.24,7742.89,92.22
4190,87.56,85.44,2.17,1.98,7303.98,7677.39,92.64
4191,88.91,95.59,1.91,0.81,9142.07,7916.13,93.57
4192,88.4,88.84,3.58,3.32,7893.25,7824.95,92.42
4193,88.06,93.64,0.66,0.92,8771.11,7764.41,94.26
4194,88.53,92.82,2.96,1.82,8620.38,7850.31,94.73
4195,87.59,90.15,0.74,0.22,8131.0,7677.03,95.01
4196,87.38,93.92,1.49,-0.77,8825.81,,
4197,89.11,89.73,-1.11,1.36,8060.08,7955.03,92.62
4198,89.13,93.3,-0.33,0.73,8710.11,7951.03,95.3
4199,87.56,87.34,-0.47,1.5,7633.44,7677.89,91.8
4200,89.49,95.13,0.38,0.87,9054.95,8021.23,93.46
4201,88.28,93.05,3.06,3.21,8662.39,7803.86,90.34
4202,85.24,93.89,1.57,1.67,8817.61,7275.73,91.96
4203,88.81,90.67,1.07,0.12,8226.15,7895.01,94.79
4204,88.12,96.53,1.67,1.3,9324.92,7772.61,91.94
4205,88.54,92.56,2.14,2.43,8570.95,7850.03,92.67
4206,87.14,88.41,0.29,0.05,7820.84,7602.32,89.76
4207,85.54,85.23,0.21,-0.12,7269.55,,
4208,87.04,88.55,-0.69,0.88,7848.17,7586.28,93.05
4209,89.16,91.0,-0.38,1.34,8289.14,7959.79,92.89
4210,88.58,94.93,1.1,1.02,9014.48,7852.88,94.41
4211,88.81,89.63,0.75,1.57,8038.14,7893.36,94.06
4212,87.58,94.72,0.55,1.0,8979.7,7677.05,90.74
4213,87.86,97.89,1.96,1.35,9587.15,7730.77,95.47
4214,86.37,93.97,-1.66,3.56,8834.76,7473.7,88.65
4215,89.19,91.88,1.72,3.32,8445.67,7962.83,92.13
4216,89.15,90.39,0.34,0.02,8173.25,7952.17,89.23
4217,87.03,89.6,-0.31,-0.46,8031.54,,
4218,88.38,90.32,-0.26,1.09,8163.63,7820.14,94.65
4219,88.96,92.81,1.02,0.86,8616.96,7922.14,94.08
4220,86.87,93.86,0.25,0.92,8813.93,7554.7,93.45
4221,88.17,89.94,2.69,1.6,8094.65,7786.79,92.1
4222,87.41,91.67,0.22,2.04,8408.46,7648.46,91.19
4223,89.12,83.76,0.27,0.06,7018.58,7951.51,93.01
4224,87.75,90.77,-0.14,-0.73,8245.01,,
4225,88.19,94.49,0.88,1.08,8933.68,7790.09,92.58
4226,87.17,97.93,1.38,1.19,9594.84,7609.62,95.71
4227,89.83,91.11,0.41,1.98,8308.98,8078.05,94.83
4228,87.89,90.88,1.15,0.99,8264.43,7735.28,90.66
4229,88.49,98.79,0.98,1.12,9763.75,7839.58,94.96
4230,89.61,84.18,-2.05,1.68,7091.98,8039.4,91.33
4231,89.42,86.69,0.3,-0.06,7518.25,,
4232,87.76,94.85,0.56,0.71,9002.7,7710.32,92.79
4233,89.46,93.89,-0.7,2.86,8818.78,8012.08,91.56
4234,88.49,87.47,2.02,1.81,7656.32,7845.01,89.45
4235,88.88,88.29,0.56,0.48,7800.42,7911.45,92.29
4236,88.54,88.76,2.18,1.09,7881.14,7849.62,95.09
4237,86.94,100.48,2.14,2.67,10097.62,7573.36,92.81
4238,88.05,88.43,1.12,-0.96,7825.76,,
4239,86.5,87.07,0.31,0.29,7585.35,7490.72,91.67
4240,88.22,90.32,0.98,-0.96,8157.46,,
4241,87.1,88.0,3.03,2.41,7750.04,7596.76,92.33
4242,89.13,90.48,2.15,1.66,8194.91,7952.4,93.75
4243,88.21,93.06,1.2,-0.37,8666.24,,
4244,87.3,97.82,-0.96,-0.21,9571.81,,
4245,88.17,91.84,2.35,1.98,8439.92,7788.23,89.33
4246,87.45,93.48,0.08,0.1,8743.19,7657.41,87.8
4247,86.7,92.12,0.83,-0.75,8492.82,,
4248,89.47,88.1,-0.53,0.86,7767.78,8016.54,91.28
4249,88.72,85.85,0.85,1.51,7373.77,7881.21,91.49
4250,87.73,87.95,1.09,1.3,7740.17,7709.01,93.17
4251,88.65,85.5,1.5,2.22,7314.97,7869.28,94.88
4252,88.29,92.88,-0.58,0.44,8632.89,7805.2,92.45
4253,87.95,90.66,1.37,0.73,8223.1,7747.26,93.6
4254,86.27,89.27,1.08,1.33,7970.39,7448.67,91.24
4255,88.6,91.4,1.19,0.21,8356.97,7859.83,93.31
4256,88.8,93.96,1.34,1.33,8833.71,7894.46,91.29
4257,87.69,89.21,2.37,-0.43,7963.69,,
4258,88.49,94.82,0.61,1.29,8995.91,7842.02,93.53
4259,87.65,96.38,0.91,2.37,9292.14,7693.37,93.33
4260,87.21,89.7,0.28,0.45,8052.89,7616.79,91.31
4261,87.65,90.17,0.39,-0.08,8136.23,,
4262,87.62,93.93,2.63,0.65,8830.55,7686.18,90.32
4263,87.92,98.17,1.17,1.57,9644.69,7736.6,94.71
4264,88.19,94.09,0.95,-0.19,8856.23,,
4265,87.94,90.3,-0.3,0.54,8157.58,7743.77,91.42
4266,87.59,94.77,1.96,1.21,8990.04,7683.91,91.65
4267,87.79,98.21,2.24,0.56,9648.39,7714.01,91.86
4268,87.72,89.39,-0.87,1.14,7994.79,7705.53,92.62
4269,87.58,85.91,3.68,3.79,7382.33,7679.91,95.59
4270,89.01,92.71,0.28,0.51,8597.68,7932.49,93.47
4271,88.77,95.63,0.73,0.75,9151.57,7891.22,90.73
4272,89.08,89.71,-0.22,1.24,8050.95,7942.2,91.15
4273,88.03,95.05,-0.39,0.36,9039.25,7753.9,91.24
4274,85.52,97.11,1.08,1.41,9435.24,7323.09,89.84
4275,88.9,85.31,1.56,1.93,7287.97,7914.06,94.46
4276,87.92,83.2,1.26,0.58,6927.35,7739.27,91.56
4277,88.73,92.9,-0.37,1.71,8637.03,7881.71,95.16
4278,88.79,89.28,-2.23,0.66,7976.26,7892.92,90.33
4279,87.53,88.37,0.73,0.87,7817.1,7670.8,92.13
4280,87.17,90.53,1.01,-0.23,8199.12,,
4281,88.23,90.9,1.71,1.98,8268.06,7794.92,95.61
4282,88.58,94.87,0.96,2.02,9005.29,7855.97,94.65
4283,88.31,91.3,0.87,0.92,8339.8,7808.98,89.93
4284,85.38,94.38,0.29,-0.37,8914.03,,
4285,87.33,91.35,-0.52,2.04,8348.64,7639.31,95.47
4286,90.27,88.03,-1.26,1.85,7756.58,8156.95,92.5
4287,87.94,87.77,0.07,0.53,7707.66,7746.95,93.48
4288,86.83,92.21,-0.19,-0.94,8507.74,,
4289,87.86,94.12,1.24,0.64,8863.75,7732.53,92.51
4290,87.87,88.86,2.52,1.77,7902.03,7728.54,90.21
4291,88.47,91.92,1.09,1.46,8454.93,7841.53,92.05
4292,89.0,86.93,0.76,0.63,7563.53,7933.78,95.77
4293,86.37,99.87,1.76,0.9,9977.09,7468.97,91.03
4294,86.54,93.32,0.42,0.12,8710.91,7498.97,90.28
4295,87.53,93.13,-1.52,1.8,8676.96,7672.94,93.46
4296,87.61,89.95,0.85,2.22,8097.28,7682.75,93.35
4297,86.63,89.2,1.46,-1.09,7961.77,,
4298,87.09,88.09,-0.03,2.05,7766.71,7596.18,93.44
4299,88.73,87.28,0.39,0.04,7621.19,7880.56,97.61
4300,88.52,95.23,0.94,0.48,9074.08,7846.22,93.32
4301,90.57,89.19,-0.3,-0.55,7960.46,,
4302,87.64,86.7,0.7,-1.1,7519.0,,
4303,87.12,90.64,-0.52,1.32,8221.88,7597.43,90.51
4304,87.2,94.03,1.49,2.05,8845.44,7611.9,94.54
4305,88.23,89.11,1.53,0.42,7947.0,7797.14,95.08
4306,85.65,94.59,0.59,0.52,8951.66,7345.4,92.58
4307,87.66,85.66,1.25,0.65,7344.13,7694.75,94.14
4308,90.28,90.2,-0.62,1.78,8141.94,8165.97,96.5
4309,89.5,90.08,-0.94,2.24,8119.23,8023.84,96.66
4310,87.37,91.96,0.06,0.31,8458.41,7638.08,89.89
4311,88.61,97.55,1.1,-0.24,9521.58,,
4312,88.75,91.04,1.93,-1.49,8291.59,,
4313,86.9,90.31,-0.49,0.27,8159.17,7562.56,91.48
4314,88.47,89.47,-0.74,1.05,8011.28,7838.94,94.77
4315,87.49,91.11,2.9,2.25,8305.06,7662.08,91.38
4316,87.66,92.5,1.16,0.71,8558.58,7695.91,90.73
4317,88.93,89.66,1.66,1.97,8045.84,7915.96,93.37
4318,88.27,92.87,-0.99,-0.15,8629.69,,
4319,87.78,85.19,1.91,1.46,7263.81,7715.2,88.61
4320,88.19,87.45,0.25,-0.72,7652.99,,
4321,87.24,90.72,2.89,1.99,8236.21,7624.71,89.23
4322,88.22,84.56,-0.37,-0.22,7155.42,,
4323,87.24,92.66,2.0,1.69,8591.19,7622.76,92.42
